key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF files
rayyan-208106846,Responses of morphology-based phytoplankton functional groups to spatial variation in two tropical reservoirs with long water-residence time,2021,1,,INLAND WATERS,2044-2041,11,1,29-43,"de Magalhaes, Leonardo and Rangel, Luciana Machado and Rocha, Adriana de Melo and Cardoso, Simone Jaqueline and Sampaio da Silva, Lucia Helena",,English,TAYLOR \& FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",,"",10.1080/20442041.2020.1745007,bottom-up control; filamentous cyanobacteria; phytoflagellates; spatial dynamic,,,""
rayyan-208106848,Grazer control of nitrogen fixation: phytoplankton taxonomic composition and ecosystem functioning,2007,,,FUNDAMENTAL AND APPLIED LIMNOLOGY,1863-9135,170,2,103-124,"Hambright, K. D. and Hairston, Jr., N. G. and Schaffner, W. R. and Howarth, R. W.",,English,E SCHWEIZERBARTSCHE VERLAGS,"NAEGELE U OBERMILLER, SCIENCE PUBLISHERS, JOHANNESSTRASSE 3A, D 70176 STUTTGART, GERMANY",,"",10.1127/1863-9135/2007/0170-0103,cladocera; copepods; grazing; cyanobacteria; experimental ponds; nitrogen to phosphorus ratio,,,""
rayyan-208106849,Structural and functional responses of coastal marine phytoplankton communities to PAH mixtures,2018,10,,CHEMOSPHERE,0045-6535,209,,908-919,"Ben Othman, Hiba and Lanouguere, Elodie and Got, Patrice and Hlaili, Asma Sakka and Leboulanger, Christophe",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.chemosphere.2018.06.153,PAH mixtures (PAHs); Phytoplankton communities; Mediterranean coastal lagoons; Ecotoxicity,,,Ben Othman et al 2018.pdf
rayyan-208106851,"How important is climate? Effects of warming, nutrient addition and fish on phytoplankton in shallow lake microcosms",2003,10,,JOURNAL OF APPLIED ECOLOGY,0021-8901,40,5,782-792,"Moss, B and Mckee, D and Atkinson, D and Collings, SE and Eaton, JW and Gill, AB and Harvey, I and Hatton, K and Heyes, T and Wilson, D",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1046/j.1365-2664.2003.00839.x,bottom up; Chlorophyta; Cryptophyceae; Cyanobacteria; temperature; top down,,,""
rayyan-208106853,Spatio-temporal patterns of bacterioplankton production and community composition related to phytoplankton composition and protistan bacterivory in a dam reservoir,2008,6,,AQUATIC MICROBIAL ECOLOGY,0948-3055,51,3,249-262,"Simek, Karel and Hornak, Karel and Jezbera, Jan and Nedoma, Jiri and Znachor, Petr and Hejzlar, Josef and Sed'a, Jaromir",,English,INTER-RESEARCH,"NORDBUNTE 23, D-21385 OLDENDORF LUHE, GERMANY",,"",10.3354/ame01193,reservoir; bacterioplankton composition and production; protistan bacterivory; phytoplankton comm...,,,""
rayyan-208106858,Phytoplankton community responses to the combined effects of internal waves and anticyclonic eddies shed from the Kuroshio intrusion,2024,6,,OCEAN DYNAMICS,1616-7341,74,6,539-554,"Zhong, Yanping and Bai, Xiaolin and Laws, Edward A. and Lu, Wenfang and Huang, Zhida and Xiao, Wupeng and Chen, Jixin and Ma, Lingqi and Liu, Xin and Huang, Bangqin",,English,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",,"",10.1007/s10236-024-01618-7,Multiscale process; Anticyclonic eddy; Internal waves; Phytoplankton community; South China Sea,,,Zhong et al 2024.pdf
rayyan-208106859,Differences in photosynthetic pigment signatures between phytoneuston and phytoplankton communities in a coastal lagoon of Baja California,2007,5,,MARINE BIOLOGY,0025-3162,151,4,1225-1236,"Montes-Hugo, Martin A. and Alvarez-Borrego, Saul",,English,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",,"",10.1007/s00227-006-0546-3,"",,,Montes-Hugo and Alvarez-Borrego 2007.pdf
rayyan-208106860,Trophic cascades and future harmful algal blooms within ice-free Arctic Seas north of Bering Strait: A simulation analysis,2011,11,,PROGRESS IN OCEANOGRAPHY,0079-6611,91,3,312-343,"Walsh, John J. and Dieterle, Dwight A. and Chen, F. Robert and Lenes, Jason M. and Maslowski, Wieslaw and Cassano, John J. and Whitledge, Terry E. and Stockwell, Dean and Flint, Mikhail and Sukhanova, Irina N. and Christensen, John",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.pocean.2011.02.001,"",,,1-s2.0-S0079661111000164-main.pdf
rayyan-208106866,Interspecific differences in the effect of fish on marine microbial plankton,2019,,,AQUATIC MICROBIAL ECOLOGY,0948-3055,82,3,289-298,"Villeger, Sebastien and Fouilland, Eric and Argenty, Jeremy and Bouvier, Corinne and Carre, Claire and Bouvier, Thierry",,English,INTER-RESEARCH,"NORDBUNTE 23, D-21385 OLDENDORF LUHE, GERMANY",,"",10.3354/ame01897,Marine fish; Nutrient excretion; Protozooplankton; Phytoplankton; Bacteria,,,a082p289.pdf
rayyan-208106868,EXPERIMENTAL PERTURBATION OF A FRESH-WATER PLANKTON COMMUNITY - A TEST OF HYPOTHESES REGARDING THE EFFECTS OF STRESS,1994,2,,OIKOS,0030-1299,69,1,147-153,"HAVENS, KE",,English,MUNKSGAARD INT PUBL LTD,"35 NORRE SOGADE, PO BOX 2148, DK-1016 COPENHAGEN, DENMARK",,"",10.2307/3545295,"",,,Havens-ExperimentalPerturbationFreshwater-1994.pdf
rayyan-208106869,"Light, but Not Nutrients, Drives Seasonal Congruence of Taxonomic and Functional Diversity of Phytoplankton in a Eutrophic Highland Lake in China",2020,3,,FRONTIERS IN PLANT SCIENCE,1664-462X,11,,,"Wang, Huan and Zhao, Dandan and Chen, Liang and Giesy, John P. and Zhang, Weizhen and Yuan, Changbo and Ni, Leyi and Shen, Hong and Xie, Ping",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/fpls.2020.00179,seasonal succession; environmental drivers; algal taxonomic and functional groupings; alpha and b...,,,fpls-11-00179.pdf
rayyan-208106873,Functional properties of planktic microalgae determine their habitat selection,2024,,,HYDROBIOLOGIA,0018-8158,,,,"Gorgenyi, Judit and T-Krasznai, Eniko and Lukacs, Aron and Kokai, Zsuzsanna and B-Beres, Viktoria and Varbiro, Gabor and Acs, Eva and Kiss, Keve Tihamer and Tothmeresz, Bela and Borics, Gabor",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",,"",10.1007/s10750-023-05421-1,Phytoplankton; Trait composition; Habitat selection,,,Functional_properties_of_planktic_microalgae_deter.pdf
rayyan-208106881,"Genetic diversity of eukaryotic microorganisms in Lake Taihu, a large shallow subtropical lake in China",2008,10,,MICROBIAL ECOLOGY,0095-3628,56,3,572-583,"Chen, Meijun and Chen, Feizhou and Yu, Yang and Ji, Jian and Kong, Fanxiang",,English,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",,"",10.1007/s00248-008-9377-8,"",,,""
rayyan-208106882,How Submerged Macrophyte Restoration Promotes a Shift of Phytoplankton Community in a Shallow Subtropical Lake,2017,,,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,1230-1485,26,3,1363-1373,"Zeng, Lei and He, Feng and Zhang, Yi and Liu, Biyun and Dai, Zhigang and Zhou, Qiaohong and Wu, Zhenbin",,English,HARD,"POST-OFFICE BOX, 10-718 OLSZTYN 5, POLAND",,"",10.15244/pjoes/68228,cyanobacteria blooms; chlorophyta; nutrient; allelopathy; West Lake,,,""
rayyan-208106890,Physical-biological drivers modulating phytoplankton seasonal succession along the Northern Antarctic Peninsula,2023,8,,ENVIRONMENTAL RESEARCH,0013-9351,231,3,,"Costa, Raul Rodrigo and Ferreira, Afonso and de Souza, Marcio S. and Tavano, Virginia M. and Kerr, Rodrigo and Secchi, Eduardo R. and Brotas, Vanda and Dotto, Tiago S. and Brito, Ana C. and Mendes, Carlos Rafael B.",,English,ACADEMIC PRESS INC ELSEVIER SCIENCE,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",,"",10.1016/j.envres.2023.116273,Climate change; Southern ocean; Upper ocean physical structures; Top-down control; Phytoplankton ...,,,""
rayyan-208106891,"Dynamics of size-fractionated phytoplankton and trophic pathways on the Scotian Shelf and at the shelf break, northwest Atlantic",1996,5,,AQUATIC MICROBIAL ECOLOGY,0948-3055,10,2,149-163,"Mousseau, L and Legendre, L and Fortier, L",,English,INTER-RESEARCH,"NORDBUNTE 23, D-21385 OLDENDORF LUHE, GERMANY",,"",10.3354/ame010149,ultraplankton composition; size-fractionation; chl a biomass; primary production; trophic pathways,,,""
rayyan-208106902,The effect of increased nitrogen load on phytoplankton in a phosphorus-limited lake,2016,11,,FRESHWATER BIOLOGY,0046-5070,61,11,1966-1980,"Poxleitner, Monika and Trommer, Gabriele and Lorenz, Patrick and Stibor, Herwig",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1111/fwb.12829,biomass; community composition; mixotrophy; nitrogen deposition; phytoplankton,,,""
rayyan-208106903,Effects of Vertical Spatial Overlap on Phytoplankton Diversity under Experimentally Altered Lake Stratification Regimes,2021,12,,MICROORGANISMS,,9,12,,"Le Noac'h, Philippe and Ouellet Jobin, Vincent and Beisner, Beatrix E.",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"",10.3390/microorganisms9122447,diversity; composition; functional traits; competition; spatial ecology,,,""
rayyan-208106905,Comparative seasonality of phytoplankton community in two contrasting temperate estuaries on the western coast of Korea,2023,10,,FRONTIERS IN MARINE SCIENCE,,10,,,"Kim, Dongyoung and Sung, Je Won and Kim, Tae-Hoon and Cho, Hyung-Mi and Kim, Jeonghyun and Park, Hyun Je",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"",10.3389/fmars.2023.1257904,phytoplankton; freshwater discharge; estuarine dam; photosynthetic pigments; macrotidal estuary; ...,,,""
rayyan-208106908,The feeding habits of small-bodied fishes mediate the strength of top-down effects on plankton and water quality in shallow subtropical lakes,2023,4,,WATER RESEARCH,0043-1354,233,,,"Guo, Chao and Li, Shiqi and Ke, Jie and Liao, Chuansong and Hansen, Adam G. and Jeppesen, Erik and Zhang, Tanglin and Li, Wei and Liu, Jiashou",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/j.watres.2023.119705,Small -bodied fishes; Top -down effects; Shallow lakes; Ecological restoration; Lake management,,,""
rayyan-208106915,Seasonal variations of morpho-functional phytoplankton groups influence the top-down control of a cladoceran in a tropical hypereutrophic lake,2019,9,,AQUATIC ECOLOGY,1386-2588,53,3,453-464,"Amorim, Cihelio Alves and Valenca, Celina Rebeca and de Moura-Falcao, Rafael Henrique and Moura, Ariadne do Nascimento",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",,"",10.1007/s10452-019-09701-8,Algal blooms; Biomanipulation; Chlorophytes; Cyanobacteria; Grazing experiments; Zooplankton,,,Amorim et al 2019.pdf
rayyan-208106922,Winter is coming: Food web structure and seasonality in a subtropical freshwater coastal lake,2017,7,,ECOLOGY AND EVOLUTION,2045-7758,7,13,4534-4542,"Peralta-Maraver, Ignacio and Robertson, Anne L. and Rezende, Enrico L. and Lemes da Silva, Aurea Luiza and Tonetta, Denise and Lopes, Michelle and Schmitt, Rafael and Leite, Nei K. and Nuner, Alex and Petrucio, Mauricio M.",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1002/ece3.3031,aquatic systems; community structure; top-down regulation; trophic interactions,,,Peralta-Maraver et al 2017.pdf
rayyan-208106927,Can zooplankton grazing affect the functional features of phytoplankton in subtropical shallow lakes? - Experiment in situ in the south of Brazil,2019,,,LIMNETICA,0213-8409,38,2,773-785,"Fonseca da Silva, Joao Vitor and Baumgartner, Matheus Tenorio and Miracle, Maria Rosa and Dias, Juliana Deo and Rodrigues, Luzia Cleide and Bonecker, Claudia Costa",,English,ASOC ESPAN LIMNOL-MISLATA,"C/ LOS ANGELES, 33, MISLATA (VALENCIA), SPAIN",,"",10.23818/limn.38.45,experiment; predator-prey; morphologically-based functional groups; bottom-up mechanisms,,,""
rayyan-208106932,Ecosystem size structure response to 21st century climate projection: large fish abundance decreases in the central North Pacific and increases in the California Current,2013,3,,GLOBAL CHANGE BIOLOGY,1354-1013,19,3,724-733,"Woodworth-Jefcoats, Phoebe A. and Polovina, Jeffrey J. and Dunne, John P. and Blanchard, Julia L.",,English,WILEY-BLACKWELL,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1111/gcb.12076,climate change; size structure; North Pacific; catch; ecosystem model; biomes,,,""
rayyan-208106935,Phytoplankton assemblage shifts with dissolved organic matter properties: A functional perspective for sentinel lakes,2023,1,,JOURNAL OF ECOLOGY,0022-0477,111,1,45-61,"Dory, Flavia and Cavalli, Laurent and Franquet, Evelyne and Mounier, Stephane and Hohener, Patrick and Misson, Benjamin and Martin, Mathieu and Arnault, Quentin and Tatoni, Thierry and Bertrand, Celine",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1111/1365-2745.14013,functional traits; global change; microbial interactions; mountain lakes; trophic interactions,,,""
rayyan-208106937,Carnivore identity mediates the effects of light and nutrients on aquatic food-chain efficiency,2016,9,,FRESHWATER BIOLOGY,0046-5070,61,9,1492-1508,"Rock, Amber M. and Hall, Mia R. and Vanni, Michael J. and Gonzalez, Maria J.",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1111/fwb.12790,bluegill; Chaoborus; ecological stoichiometry; phytoplankton; zooplankton,,,""
rayyan-208106940,Estuarine intertidal sandflat benthic microalgal responses to in situ and mesocosm nitrogen additions,2010,7,,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,0022-0981,390,2,99-105,"Piehler, Michael F. and Currin, Carolyn A. and Hall, Nathan S.",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.jembe.2010.05.012,Benthic microalgae; Nitrogen; Intertidal flat; Eutrophication; Primary productivity; Microphytobe...,,,Piehler et al 2010.pdf
rayyan-208106942,Changes in plankton community structure and function in response to variable freshwater flow in two tributaries of the Chesapeake Bay,2007,6,,ESTUARIES AND COASTS,1559-2723,30,3,403-417,"Reaugh, Matthew L. and Roman, Michael R. and Stoecker, Diane K.",,English,ESTUARINE RESEARCH FEDERATION,"2018 DAFFODIL, PO BOX 510, PORT REPUBLIC, MD 20676 USA",,"",10.1007/BF02819387,"",,,Reaugh et al 2007.pdf
rayyan-208106944,Warming reshapes the invertebrate predation pressure on the plankton community,2023,3,,FRESHWATER BIOLOGY,0046-5070,68,3,365-377,"Devkota, Nischal and Salis, Romana K. K. and Hansson, Lars-Anders",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1111/fwb.14031,climate warming; cyanobacteria; heatwave; top-down control; zooplankton,,,Devkota et al 2023.pdf
rayyan-208106946,Surface currents shape protist community structure across the Indo-Pacific,2024,8,,JOURNAL OF PHYCOLOGY,0022-3646,60,4,816-833,"Borbee, Erin M. and Puspa, Inna Ayu and Restiana, Ester and Setiawan, Fahkrizal and Maduppa, Hawis and Humphries, Austin T. and Lane, Christopher E.",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"",10.1111/jpy.13465,biodiversity; metabarcoding; protist; sea surface currents,,, Borbee et al 2024_j6m.pdf
rayyan-208106948,Trait changes induced by species interactions in two phenotypically distinct strains of a marine dinoflagellate,2016,11,,ISME JOURNAL,1751-7362,10,11,2658-2668,"Wohlrab, Sylke and Tillmann, Urban and Cembella, Allan and John, Uwe",,English,NATURE PUBLISHING GROUP,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",,"",10.1038/ismej.2016.57,"",,,Wohlrab et al 2016.pdf
rayyan-208106950,Positive feedbacks between bottom-up and top-down controls promote the formation and toxicity of ecosystem disruptive algal blooms: A modeling study,2014,10,,HARMFUL ALGAE,1568-9883,39,,342-356,"Sunda, William G. and Shertzer, Kyle W.",,English,ELSEVIER SCIENCE BV,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",,"",10.1016/j.hal.2014.09.005,Stoichimetric NPZ model; Algal nutrient competition; Toxic algal blooms; Zooplankton grazing; Nut...,,,Sunda and Shertzer 2014.pdf
rayyan-208106960,Biotic vs. abiotic forcing on plankton assemblages varies with season and size class in a large temperate estuary,2020,3,,JOURNAL OF PLANKTON RESEARCH,0142-7873,42,2,221-237,"Rollwagen-Bollens, Gretchen and Bollens, Stephen and Dexter, Eric and Cordell, Jeffery",,English,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",,"",10.1093/plankt/fbaa010,Columbia River Estuary; plankton community structure; biotic vs. abiotic forcing,,,Rollwagen-Bollens et al 2020.pdf
rayyan-208106964,Chlorovirus and myovirus diversity in permafrost thaw ponds,2019,,,AQUATIC MICROBIAL ECOLOGY,0948-3055,82,2,209-224,"Levesque, V, Alice and Vincent, Warwick F. and Comte, Jerome and Lovejoy, Connie and Culley, I, Alexander",,English,INTER-RESEARCH,"NORDBUNTE 23, D-21385 OLDENDORF LUHE, GERMANY",,"",10.3354/ame01893,Arctic; Biodiversity; Microbial ecology; Permafrost; Thaw ponds; Viral diversity,,,Levesque et al 2018.pdf
rayyan-208106967,Impacts of reduced inorganic N:P ratio on three distinct plankton communities in the Humboldt upwelling system,2019,8,,MARINE BIOLOGY,0025-3162,166,9,,"Spilling, Kristian and Camarena-Gomez, Maria-Teresa and Lipsewers, Tobias and Martinez-Varela, Alicia and Diaz-Rosas, Francisco and Eronen-Rasimus, Eeva and Silva, Nelson and von Dassow, Peter and Montecino, Vivian",,English,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",,"",10.1007/s00227-019-3561-x,"",,,Spilling et al 2019.pdf
rayyan-208106968,Response of temperate microplankton communities to N:Si ratio perturbation,2003,12,,JOURNAL OF PLANKTON RESEARCH,0142-7873,25,12,1485-1495,"Roberts, EC and Davidson, K and Gilpin, LC",,English,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",,"",10.1093/plankt/fbg109,"",,,Roberts et al 2004.pdf
rayyan-208106969,Dynamics and functional diversity of the smallest phytoplankton on the Northeast US Shelf,2020,6,,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,0027-8424,117,22,12215-12221,"Fowler, Bethany L. and Neubert, Michael G. and Hunter-Cevera, Kristen R. and Olson, Robert J. and Shalapyonok, Alexi and Solow, Andrew R. and Sosik, Heidi M.",,English,NATL ACAD SCIENCES,"2101 CONSTITUTION AVE NW, WASHINGTON, DC 20418 USA",,"",10.1073/pnas.1918439117,picoeukaryotes; flow cytometry; matrix model; primary productivity,,,Fowler et al 2020.pdf
rayyan-208106970,Modeling controls of phytoplankton production in the southwest Pacific sector of the Southern Ocean,2003,,,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,0967-0645,50,3,769-798,"Fennel, K and Abbott, MR and Spitz, YH and Richman, JG and Nelson, DM",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"",10.1016/S0967-0645(02)00594-5,"",,,Fennel et al 2003.pdf
rayyan-208106973,High-resolution metagenomic reconstruction of the freshwater spring bloom,2023,1,,MICROBIOME,2049-2618,11,1,,"Kavagutti, Vinicius S. S. and Bulzu, Paul-Adrian and Chiriac, Cecilia M. M. and Salcher, Michaela M. M. and Mukherjee, Indranil and Shabarova, Tanja and Grujcic, Vesna and Mehrshad, Maliheh and Kasalicky, Vojtech and Andrei, Adrian-Stefan and Jezberova, Jitka and Seda, Jaromir and Rychtecky, Pavel and Znachor, Petr and Simek, Karel and Ghai, Rohit",,English,BMC,"CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",,"",10.1186/s40168-022-01451-4,"",,,Kavagutti et al 2023.pdf
rayyan-208106978,How Microbial Food Web Interactions Shape the Arctic Ocean Bacterial Community Revealed by Size Fractionation Experiments,2021,11,,MICROORGANISMS,,9,11,,"Muller, Oliver and Seuthe, Lena and Pree, Bernadette and Bratbak, Gunnar and Larsen, Aud and Paulsen, Maria Lund",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"",10.3390/microorganisms9112378,microbial food web; experimental manipulations; trophic interactions; seasonal changes; Arctic Oc...,,,Muller et al 2021.pdf
rayyan-208106985,Iron Limitation and Uneven Grazing Pressure on Phytoplankton Co-Lead the Seasonal Species Succession in the Ross Ice Shelf Polynya,2023,3,,JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,2169-9275,128,3,,"Zhang, Yongli and Zhao, Wei and Wei, Hao and Yang, Wei and Luo, Xiaofan",,English,AMER GEOPHYSICAL UNION,"2000 FLORIDA AVE NW, WASHINGTON, DC 20009 USA",,"",10.1029/2022JC019026,Ross Ice Shelf Polynya; seasonal species succession; Phaeocystis antarctica; iron-limited conditi...,,,Zhang et al 2023.pdf
rayyan-208106986,Five Years of Experimental Warming Increases the Biodiversity and Productivity of Phytoplankton,2015,12,,PLOS BIOLOGY,1544-9173,13,12,,"Yvon-Durocher, Gabriel and Allen, Andrew P. and Cellamare, Maria and Dossena, Matteo and Gaston, Kevin J. and Leitao, Maria and Montoya, Jose M. and Reuman, Daniel C. and Woodward, Guy and Trimmer, Mark",,English,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",,"",10.1371/journal.pbio.1002324,"",,,Yvon-Durocher et al 2015.pdf
rayyan-208106988,"Macroscopic network properties and short-term dynamic simulations in coastal ecological systems at Fildes Bay (King George Island, Antarctica)",2016,12,,ECOLOGICAL COMPLEXITY,1476-945X,28,,145-157,"Ortiz, Marco and Berrios, Fernando and Gonzalez, Jorge and Rodriguez-Zaragoza, Fabian and Gomez, Ivan",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.ecocom.2016.06.003,Ascendency; Direct and indirect effects; South Shetland Islands; Subtidal benthic habitats,,,Ortiz et al 2016.pdf
rayyan-208106990,Food web (bio-)manipulation of South African reservoirs - viable eutrophication management prospect or illusory pipe dream? A reflective commentary and position paper,2006,10,,WATER SA,0378-4738,32,4,567-575,"Hart, Rob C.",,English,WATER RESEARCH COMMISSION,"PO BOX 824, PRETORIA 0001, SOUTH AFRICA",,"",,eutrophication; management constraints and options; warm-water reservoirs; biomanipulation; resea...,,,Hart 2006_Oxn.pdf
rayyan-208106992,Bacterial and Phytoplankton Responses to Nutrient Amendments in a Boreal Lake Differ According to Season and to Taxonomic Resolution,2012,6,,PLOS ONE,1932-6203,7,6,,"Peura, Sari and Eiler, Alexander and Hiltunen, Minna and Nykanen, Hannu and Tiirola, Marja and Jones, Roger I.",,English,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",,"",10.1371/journal.pone.0038552,"",,,Peura et al 2012.pdf
rayyan-208107003,Mesozooplankton and microzooplankton grazing during cyanobacterial blooms in the western basin of Lake Erie,2012,3,,HARMFUL ALGAE,1568-9883,15,,26-35,"Davis, Timothy W. and Koch, Florian and Marcoval, Maria Alejandra and Wilhelm, Steven W. and Gobler, Christopher J.",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/j.hal.2011.11.002,Mesozooplankton; Microzooplankton; Grazing; Lake Erie; Cyanobacteria,,,Davis et al 2012.pdf
rayyan-208107007,Biological interactions in the plankton community of a tropical eutrophic reservoir: is the phytoplankton controlled by zooplankton?,2008,10,,JOURNAL OF PLANKTON RESEARCH,0142-7873,30,10,1157-1168,"Rueckert, Gabrielavon and Giani, Alessandra",,English,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",,"",10.1093/plankt/fbn065,"",,,Ruckert and Giani 2008.pdf
rayyan-208107013,Plankton community response to fronts: winners and losers,2022,3,,JOURNAL OF PLANKTON RESEARCH,0142-7873,44,2,241-258,"Mangolte, Ines and Levy, Marina and Dutkiewicz, Stephanie and Clayton, Sophie and Jahn, Oliver",,English,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",,"",10.1093/plankt/fbac010,phytoplankton; biodiversity; fronts; marine ecology; modeling,,,Mangolte et al 2022.pdf
rayyan-208107016,A multitrophic model of a rice-fish agroecosystem: II. Linking the flooded rice-fishpond systems,2002,10,,ECOLOGICAL MODELLING,0304-3800,155,2,159-176,"d'Oultremont, T and Gutierrez, AP",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"",10.1016/S0304-3800(02)00130-8,aquatic systems; object-oriented model; rice; nutrient recycling; tilapia; physiologically based ...,,,d'Oultremont and Gutierrez 2002.pdf
rayyan-208107020,Contrasting Bacterial Dynamics in Subtropical Estuarine and Coastal Waters,2012,7,,ESTUARIES AND COASTS,1559-2723,35,4,976-990,"Jing, Hongmei and Liu, Hongbin",,English,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",,"",10.1007/s12237-012-9504-0,Bacteria; Population dynamics; Estuaries; Coastal waters; Subtropical zone,,,Jing and Liu 2012.pdf
rayyan-208107021,Primary production and community structure of coastal phytoplankton in the Adriatic Sea: insights on taxon-specific productivity,2018,10,,MARINE ECOLOGY PROGRESS SERIES,0171-8630,604,,65-81,"Talaber, Iva and France, Janja and Flander-Putrle, Vesna and Mozetic, Patricija",,English,INTER-RESEARCH,"NORDBUNTE 23, D-21385 OLDENDORF LUHE, GERMANY",,"",10.3354/meps12721,Phytoplankton; Photosynthetic pigments; Primary production; Chl a-normalized primary production; ...,,,Talaber et al 2018.pdf
rayyan-208107023,Microzooplankton Grazing Exerts a Strong Top-Down Control on Unicellular Cyanobacterial Diazotrophs,2023,12,,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,2169-8953,128,12,,"Deng, Lixia and Cheung, Shunyan and Xu, Zhimeng and Liu, Kailin and Liu, Hongbin",,English,AMER GEOPHYSICAL UNION,"2000 FLORIDA AVE NW, WASHINGTON, DC 20009 USA",,"",10.1029/2023JG007824,"",,,Deng et al 2023.pdf
rayyan-208107029,Effect of East Asian atmospheric particulate matter deposition on bacterial activity and community structure in the oligotrophic Northwest Pacific{*},2021,8,,ENVIRONMENTAL POLLUTION,0269-7491,283,,,"Duan, Xueping and Guo, Cui and Zhang, Chao and Li, Hongbo and Zhou, Yao and Gao, Huiwang and Xia, Xiaomin and He, Hui and McMinn, Andrew and Wang, Min",,English,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",,"",10.1016/j.envpol.2021.117088,Atmospheric deposition; Anthropogenic particulate matters; Bacterial community composition; Bacte...,,,Duan et al 2021_wVB.pdf
